Talker,,Can I use a regular (generic) 9V~750mA adapter also without damaging the pedal?<br>What adapter is the correct one for the Talker Pedal?,"The Talker will ONLY work with an adapter that is rated for AC output.  Most adapters use DC voltage output and therefore will NOT work for the Talker.  The PS750 will work.  These are out of stock and are no longer made by Harman.  The new model is PS0913B-120.  This is rated for 9V AC and has 1300mA.  The retail price is $24.95.  You may be able to find one from your local Digitech Dealer.  Or if you prefer:<br><br>This part can be purchased directly from Digitech by calling (801)566-8800.  Or you can send a check or money order to the address below.  Be sure to indicate which part you're requesting in your letter.<br><br>Harman Music Group<br>ATTN: PARTS<br>8760 South Sandy Parkway<br>Sandy, UT 84070<br><br>This part can also be purchased online at our new e-commerce site.  Point your browser to the site below:<br><br>http://outlet.digitech.com<br><br>"
TSR24,,What is the hard reset for a TSR 24?,"Power up holding the #1 access button.<br>Release #1 button,<br>Press and release Program Up button.<br>"
TSR24S,,What is the hard reset for a TSR24S?,"Power up holding the #1 access button.<br>Release #1 button,<br>Press and release Program Up button.<br>"
ValveFX,, What is the hard reset for the Valve FX?,Unit Off.<br>Press and hold Store button.<br>Power ON.<br>Release Store button.<br>Press and release Parameter UP button.
XP100,,"The display on my XP100 is showing ""Pd"" and then ""CA"". And it will not work. What can I do to fix it?","The expression pedal on the XP series effect pedals can sometimes lose their calibration settings. This is usually caused by stepping on the expression pedal harder than normal. This will move the expression pedal farther than it was originally calibrated at. When this happens, the pedal needs to be recalibrated. The display will show ""Pb"" which is asking you to place the pedal back (toe up). After placing the pedal back, press the bypass button once. The display will change and show ""Pf"". This is asking you to place the pedal forward (toe down). Again, after rocking the pedal forward, press the bypass button once. Finally the display will show ""SA"" indicating that it has saved the calibration. The XP will return to a normal operating mode after this procedure has been performed."
XP100,,How do I reset the XP100?,"To reinitialize the XP100, you disconnect the power, press and hold the ""bypass"" switch while reconnecting the power. After about 2 seconds, release the bypass button, and then press it one more time. The display will then ask you to recalibrate the pedal, so just follow the recalibration procedure listed in the previous question."
XP200,,"The display on my XP200 is showing ""Pd"" and then ""CA"". And it will not work. What can I do to fix it?","The expression pedal on the XP series effect pedals can sometimes lose their calibration settings. This is usually caused by stepping on the expression pedal harder than normal. This will move the expression pedal farther than it was originally calibrated at. When this happens, the pedal needs to be recalibrated. The display will show ""Pb"" which is asking you to place the pedal back (toe up). After placing the pedal back, press the bypass button once. The display will change and show ""Pf"". This is asking you to place the pedal forward (toe down). Again, after rocking the pedal forward, press the bypass button once. Finally the display will show ""SA"" indicating that it has saved the calibration. The XP will return to a normal operating mode after this procedure has been performed."
XP200,,How do I reset the XP200?,"To reinitialize the XP200, you disconnect the power, press and hold the ""bypass"" switch while reconnecting the power. After about 2 seconds, release the bypass button, and then press it one more time. The display will then ask you to recalibrate the pedal, so just follow the recalibration procedure listed in the previous question."
XP300,,"The display on my XP300 is showing ""Pd"" and then ""CA"". And it will not work. What can I do to fix it?","The expression pedal on the XP series effect pedals can sometimes lose their calibration settings. This is usually caused by stepping on the expression pedal harder than normal. This will move the expression pedal farther than it was originally calibrated at. When this happens, the pedal needs to be recalibrated. The display will show ""Pb"" which is asking you to place the pedal back (toe up). After placing the pedal back, press the bypass button once. The display will change and show ""Pf"". This is asking you to place the pedal forward (toe down). Again, after rocking the pedal forward, press the bypass button once. Finally the display will show ""SA"" indicating that it has saved the calibration. The XP will return to a normal operating mode after this procedure has been performed."
XP300,,How do I reset the XP300?,"To reinitialize the XP300, you disconnect the power, press and hold the ""bypass"" switch while reconnecting the power. After about 2 seconds, release the bypass button, and then press it one more time. The display will then ask you to recalibrate the pedal, so just follow the recalibration procedure listed in the previous question."
Vocal300,,How do I save a program to a new location on the Vocal 300?,"There is a misprint on page 5 of the Vocal 300 owners manual. To store and relocate a program, dial up the desired program, modify as desired, press STORE once to rename the program, press  store again and the program # blinks. Now use the UP/DOWN footswitches to get to the desired program #, then press STORE again. The program will now be stored in the User section at the new location."
